Client,Loss,Accuracy
2,0.22740913927555084,0.9357143044471741
6,0.19858583807945251,0.947857141494751
7,0.1876724660396576,0.9521428346633911
5,0.200492724776268,0.947857141494751
3,0.18053385615348816,0.9557142853736877
10,0.18255096673965454,0.9549999833106995
4,0.17410168051719666,0.9585714340209961
9,0.19100630283355713,0.9514285922050476
1,0.21743744611740112,0.9407142996788025
8,0.17811447381973267,0.956428587436676
Average,0.19379048943519592,0.9501428604125977
