Client,Loss,Accuracy
8,0.197368785738945,0.9466785788536072
9,0.20128114521503448,0.9477499723434448
4,0.19872638583183289,0.9503571391105652
5,0.19801576435565948,0.9499744772911072
10,0.20881028473377228,0.9455612301826477
3,0.2039867341518402,0.9482041001319885
2,0.20788733661174774,0.6261785626411438
6,0.19316577911376953,0.950204074382782
1,0.20620939135551453,0.6260356903076172
7,0.1983484923839569,0.9473571181297302
Average,0.2013800099492073,0.8838300943374634
