Client,Loss,Accuracy
5,1.7891108989715576,0.5863229036331177
10,1.6387430429458618,0.6391666531562805
6,1.7806631326675415,0.5832812786102295
9,1.7950787544250488,0.5868489742279053
2,1.7636035680770874,0.5846145749092102
3,1.5756207704544067,0.6619739532470703
7,1.78367280960083,0.5843906402587891
8,1.701917052268982,0.6194635629653931
4,1.773371934890747,0.5883020758628845
1,1.765280842781067,0.5922656059265137
Average,1.736706280708313,0.6026630222797393
