Client,Loss,Accuracy
3,1.2142274379730225,0.68
5,1.1831129789352417,0.67
7,1.3509032726287842,0.66
9,1.1804778575897217,0.69
8,1.2478551864624023,0.72
2,1.3826408386230469,0.64
4,1.4272977113723755,0.66
1,1.5381163358688354,0.59
10,1.4448353052139282,0.58
6,1.292758822441101,0.67
Average,1.326222574710846,0.656
