Client,Loss,Accuracy
9,1.1983790397644043,0.69
3,1.2275687456130981,0.68
1,1.543484091758728,0.59
8,1.2511439323425293,0.72
10,1.4539533853530884,0.58
5,1.1973638534545898,0.67
2,1.3857481479644775,0.64
7,1.3540972471237183,0.66
4,1.4314414262771606,0.66
6,1.295732021331787,0.67
Average,1.3338911890983582,0.656
