Client,Loss,Accuracy
8,1.241467833518982,0.72
3,1.2134140729904175,0.68
6,1.2900079488754272,0.67
5,1.1770771741867065,0.67
4,1.4234799146652222,0.66
7,1.3413976430892944,0.66
9,1.171525478363037,0.69
1,1.5355579853057861,0.59
2,1.375508189201355,0.64
10,1.4311649799346924,0.58
Average,1.320060122013092,0.6559999999999999
