Client,Loss,Accuracy
10,1.4469153881072998,0.58
6,1.2883211374282837,0.67
2,1.3718769550323486,0.64
9,1.18118417263031,0.69
3,1.2143959999084473,0.68
8,1.2419440746307373,0.72
7,1.347122073173523,0.66
4,1.4274678230285645,0.66
1,1.5428844690322876,0.59
5,1.180362582206726,0.67
Average,1.3242474675178528,0.6559999999999999
