Client,Loss,Accuracy
8,1.4521318674087524,0.59
6,1.376572847366333,0.65
7,1.3931939601898193,0.64
2,1.5220190286636353,0.58
10,1.294000267982483,0.69
4,1.1547222137451172,0.72
1,1.193351149559021,0.67
9,1.3881540298461914,0.66
3,1.3072422742843628,0.64
5,1.3564960956573486,0.66
Average,1.3437883734703064,0.65
