Client,Loss,Accuracy
2,0.20476311445236206,0.9464285969734192
7,0.23405233025550842,0.933571457862854
10,0.15482206642627716,0.9671428799629211
9,0.21772584319114685,0.9392856955528259
3,0.18887527287006378,0.9514285922050476
6,0.18510031700134277,0.9549999833106995
1,0.19360467791557312,0.9507142901420593
5,0.1920633465051651,0.949999988079071
8,0.21341827511787415,0.9421428442001343
4,0.1646583378314972,0.9621428847312927
Average,0.19490835815668106,0.9497857213020324
