Client,Loss,Accuracy
9,2.1148245334625244,0.64
8,2.124824285507202,0.63
1,2.1548242568969727,0.6
10,2.19482421875,0.56
3,2.1048243045806885,0.65
6,2.0348243713378906,0.72
5,2.1748242378234863,0.58
2,2.0548243522644043,0.7
4,2.074824333190918,0.68
7,2.1048243045806885,0.65
Average,2.1138243198394777,0.641
