Client,Loss,Accuracy
10,2.144824266433716,0.61
7,2.1148242950439453,0.64
8,2.1048243045806885,0.65
5,2.064824342727661,0.69
3,2.1548242568969727,0.6
1,2.1048243045806885,0.65
4,2.0548243522644043,0.7
2,2.144824266433716,0.61
6,2.0548243522644043,0.7
9,2.0348243713378906,0.72
Average,2.097824311256409,0.657
