Client,Loss,Accuracy
2,2.144824266433716,0.61
1,2.1048243045806885,0.65
8,2.1048243045806885,0.65
5,2.064824342727661,0.69
10,2.144824266433716,0.61
7,2.1148242950439453,0.64
9,2.0348243713378906,0.72
4,2.0548243522644043,0.7
3,2.1548242568969727,0.6
6,2.0548243522644043,0.7
Average,2.097824311256409,0.6569999999999999
